,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range,labels
12044,M,54000,2,3,5,34,2,2,2,60-69,10-14,0-4,5-9,60-69,40-49,30-39,50-59,0
12045,M,56000,1,2,3,42,3,2,1,70-79,10-14,5-9,0-4,60-69,30-39,90-100,40-49,0
12046,F,57000,3,3,4,201,13,2,1,20-29,15-19,5-9,0-4,70-79,70-79,30-39,30-39,0
12047,M,60000,4,4,4,178,16,1,3,50-59,10-14,0-4,5-9,90-100,90-100,30-39,30-39,0
12048,M,42000,0,2,5,12,2,1,2,40-49,5-9,0-4,0-4,40-49,0-9,60-69,50-59,2
12049,M,73000,2,2,2,85,3,0,2,40-49,20-24,0-4,5-9,90-100,90-100,30-39,50-59,0
12050,M,68000,2,3,3,100,16,2,0,70-79,5-9,5-9,0-4,90-100,60-69,0-9,20-29,2
12051,M,65000,4,5,5,125,15,2,1,40-49,5-9,5-9,0-4,90-100,80-89,30-39,20-29,2
12052,M,34000,1,4,5,12,3,2,1,40-49,0-4,5-9,0-4,80-89,20-29,90-100,40-49,-1
12053,F,83000,3,4,4,54,27,0,3,80+,0-4,0-4,10-14,90-100,70-79,20-29,40-49,0
12054,M,50000,0,0,4,13,4,1,1,20-29,0-4,0-4,0-4,0-9,0-9,50-59,90-100,-1
12055,M,75000,3,6,6,11,11,1,3,50-59,0-4,5-9,5-9,90-100,50-59,30-39,20-29,0
12056,F,47000,0,3,5,11,2,1,1,30-39,5-9,0-4,0-4,60-69,0-9,50-59,50-59,2
12057,M,70000,2,4,6,167,8,3,1,20-29,15-19,5-9,5-9,60-69,30-39,10-19,60-69,0
12058,M,35000,2,3,4,64,3,1,2,60-69,15-19,0-4,0-4,70-79,50-59,50-59,30-39,0
12059,M,30000,0,0,2,50,10,0,0,20-29,5-9,0-4,0-4,0-9,0-9,0-9,30-39,-1
12060,F,54000,5,4,6,97,3,1,2,50-59,25-29,0-4,5-9,60-69,80-89,20-29,20-29,-1
12061,F,67000,1,4,5,25,5,3,2,80+,5-9,5-9,0-4,80-89,20-29,50-59,50-59,2
12062,F,97000,4,5,5,357,27,0,2,70-79,10-14,0-4,10-14,90-100,80-89,10-19,50-59,0
12063,M,34000,1,1,4,26,2,2,0,70-79,10-14,5-9,0-4,20-29,20-29,0-9,30-39,-1
12064,M,57000,3,3,4,63,3,0,2,40-49,15-19,0-4,5-9,70-79,70-79,20-29,30-39,0
12065,F,81000,2,1,2,39,19,1,1,60-69,0-4,0-4,0-4,50-59,90-100,50-59,30-39,-1
12066,F,83000,4,4,5,115,23,1,3,50-59,5-9,0-4,10-14,80-89,80-89,20-29,50-59,2
12067,M,57000,2,4,4,46,15,2,1,70-79,0-4,5-9,0-4,90-100,50-59,50-59,20-29,0
12068,M,77000,1,1,6,54,18,1,1,70-79,0-4,0-4,0-4,10-19,10-19,20-29,50-59,-1
12069,F,111000,3,4,5,50,25,2,2,60-69,0-4,5-9,0-4,80-89,60-69,50-59,20-29,0
12070,F,55000,3,3,5,110,11,2,1,40-49,10-14,5-9,0-4,60-69,60-69,50-59,20-29,0
12071,F,66000,4,6,6,81,16,1,2,50-59,5-9,5-9,5-9,90-100,60-69,20-29,10-19,2
12072,M,71000,0,2,4,4,1,0,1,20-29,0-4,0-4,0-4,50-59,0-9,50-59,10-19,0
12073,F,71000,4,4,5,164,20,1,1,50-59,5-9,5-9,0-4,80-89,80-89,20-29,10-19,2
12074,M,61000,0,3,3,11,2,2,0,70-79,5-9,0-4,0-4,90-100,0-9,0-9,50-59,1
12075,M,43000,1,3,4,33,3,1,2,60-69,10-14,0-4,0-4,70-79,20-29,50-59,50-59,0
12076,F,70000,1,4,6,15,3,2,2,80+,5-9,5-9,5-9,60-69,10-19,30-39,40-49,2
12077,M,98000,4,6,6,123,24,2,2,80+,5-9,5-9,5-9,90-100,60-69,20-29,20-29,2
12078,F,30000,2,2,5,54,6,2,1,40-49,5-9,5-9,0-4,40-49,40-49,50-59,40-49,-1
12079,M,60000,0,5,6,11,2,1,2,60-69,0-4,0-4,5-9,80-89,0-9,20-29,50-59,0
12080,F,65000,3,4,4,83,16,1,2,60-69,5-9,0-4,5-9,90-100,70-79,20-29,30-39,2
12081,F,96000,3,4,4,54,27,1,2,40-49,0-4,0-4,5-9,90-100,70-79,20-29,50-59,0
12082,M,52000,1,3,5,15,15,2,1,60-69,0-4,5-9,0-4,60-69,20-29,30-39,30-39,-1
12083,M,66000,4,4,5,265,16,2,1,80+,15-19,5-9,0-4,80-89,80-89,50-59,20-29,-1
12084,M,41000,0,4,5,44,2,3,1,30-39,15-19,5-9,0-4,80-89,0-9,50-59,40-49,-1
12085,M,38000,4,5,6,378,29,2,1,40-49,10-14,10-14,0-4,80-89,60-69,30-39,10-19,0
12086,M,66000,1,3,5,37,3,2,2,30-39,10-14,5-9,0-4,60-69,20-29,50-59,40-49,0
12087,M,73000,2,2,3,176,22,2,0,70-79,5-9,5-9,0-4,60-69,60-69,0-9,20-29,2
12088,F,79000,4,4,6,157,22,3,1,80+,5-9,5-9,0-4,60-69,60-69,30-39,30-39,2
12089,M,62000,1,3,4,119,17,2,0,11-19,5-9,0-4,0-4,70-79,20-29,0-9,50-59,-1
12090,M,53000,3,3,3,154,14,2,0,30-39,10-14,5-9,0-4,90-100,90-100,0-9,20-29,0
12091,M,35000,3,3,5,14,2,1,2,30-39,5-9,0-4,5-9,60-69,60-69,20-29,50-59,2
12092,M,64000,2,2,4,83,13,1,1,60-69,5-9,0-4,0-4,50-59,50-59,50-59,30-39,2
12093,M,53000,2,2,3,55,11,0,2,30-39,5-9,0-4,5-9,60-69,60-69,20-29,30-39,2
12094,F,107000,2,3,4,308,34,0,2,80+,5-9,0-4,5-9,70-79,50-59,30-39,30-39,2
12095,M,42000,4,4,5,152,11,2,1,30-39,10-14,5-9,5-9,80-89,80-89,10-19,30-39,0
12096,F,41000,2,3,4,39,7,3,1,70-79,5-9,5-9,0-4,70-79,50-59,90-100,30-39,-1
12097,M,67000,1,1,4,31,3,1,1,70-79,10-14,0-4,0-4,20-29,20-29,90-100,20-29,-1
12098,M,44000,3,2,4,69,11,2,1,60-69,5-9,5-9,0-4,50-59,70-79,50-59,40-49,2
12099,M,60000,0,5,5,26,3,2,1,40-49,5-9,0-4,0-4,90-100,0-9,50-59,50-59,2
12100,M,70000,3,3,3,117,19,0,2,60-69,5-9,0-4,5-9,90-100,90-100,20-29,50-59,2
12101,F,36000,1,1,3,76,9,0,1,70-79,5-9,0-4,0-4,30-39,30-39,30-39,50-59,-1
12102,M,68000,2,4,5,81,3,2,1,60-69,25-29,5-9,5-9,80-89,40-49,20-29,30-39,-1
12103,F,93000,2,1,3,168,24,1,1,80+,5-9,0-4,0-4,30-39,60-69,30-39,50-59,-1
12104,M,59000,0,1,5,10,2,2,2,30-39,0-4,0-4,0-4,20-29,0-9,90-100,60-69,0
12105,O,51000,2,2,3,36,12,1,0,60-69,0-4,5-9,0-4,60-69,60-69,0-9,20-29,0
12106,M,53000,0,2,4,10,1,3,1,30-39,5-9,5-9,0-4,50-59,0-9,90-100,60-69,2
12107,F,57000,4,4,5,233,12,2,1,50-59,15-19,5-9,0-4,80-89,80-89,30-39,20-29,0
12108,M,36000,0,1,4,5,1,2,1,70-79,0-4,0-4,0-4,20-29,0-9,90-100,60-69,0
12109,M,57000,0,4,5,13,13,0,2,50-59,0-4,0-4,0-4,80-89,0-9,50-59,60-69,0
12110,M,56000,3,3,6,138,15,1,2,40-49,5-9,0-4,5-9,50-59,50-59,30-39,30-39,2
12111,M,70000,1,3,4,46,15,1,1,50-59,0-4,5-9,0-4,70-79,20-29,50-59,20-29,0
12112,F,85000,4,4,4,227,22,2,2,50-59,10-14,5-9,5-9,90-100,90-100,30-39,30-39,0
12113,M,53000,1,4,5,143,14,2,0,30-39,10-14,5-9,0-4,80-89,20-29,0-9,40-49,0
12114,M,34000,0,2,5,7,1,1,1,30-39,0-4,0-4,0-4,40-49,0-9,90-100,50-59,0
12115,F,115000,2,2,5,59,29,1,2,70-79,0-4,0-4,5-9,40-49,40-49,40-49,30-39,0
12116,F,39000,4,4,4,127,7,2,2,30-39,15-19,5-9,5-9,90-100,90-100,30-39,30-39,0
12117,F,80000,3,2,5,169,21,3,1,50-59,5-9,5-9,0-4,40-49,60-69,90-100,30-39,-1
12118,F,114000,3,2,3,183,26,0,2,50-59,5-9,0-4,5-9,60-69,90-100,20-29,30-39,2
12119,M,40000,0,2,5,12,2,2,2,20-29,5-9,0-4,0-4,40-49,0-9,90-100,50-59,2
12120,M,54000,0,3,4,0,0,2,1,70-79,0-4,0-4,0-4,70-79,0-9,90-100,50-59,0
12121,F,37000,0,3,3,6,1,3,0,70-79,0-4,5-9,0-4,90-100,0-9,0-9,50-59,0
12122,F,35000,3,4,5,62,10,1,2,40-49,5-9,5-9,0-4,80-89,60-69,50-59,10-19,2
12123,M,65000,5,4,5,292,16,0,2,50-59,15-19,0-4,10-14,80-89,90-100,10-19,10-19,0
12124,M,77000,4,4,5,230,23,2,2,50-59,10-14,5-9,5-9,80-89,80-89,40-49,30-39,0
12125,M,44000,5,6,6,84,10,2,2,60-69,5-9,5-9,5-9,90-100,80-89,20-29,20-29,2
12126,M,69000,3,4,5,249,15,2,1,70-79,15-19,5-9,0-4,80-89,60-69,30-39,30-39,0
12127,M,61000,0,2,4,10,2,3,1,80+,5-9,5-9,0-4,50-59,0-9,90-100,60-69,-1
12128,F,74000,2,3,5,82,20,1,1,70-79,0-4,0-4,0-4,60-69,40-49,20-29,30-39,0
12129,M,66000,1,3,5,13,3,1,2,40-49,0-4,0-4,5-9,60-69,20-29,30-39,30-39,0
12130,F,81000,2,2,5,229,20,0,2,50-59,10-14,0-4,5-9,40-49,40-49,40-49,30-39,0
12131,M,71000,3,4,4,66,4,1,2,30-39,15-19,0-4,5-9,90-100,70-79,30-39,30-39,0
12132,M,73000,2,4,4,62,20,2,2,60-69,0-4,0-4,5-9,90-100,50-59,30-39,50-59,0
12133,M,43000,3,3,4,221,11,0,3,60-69,20-24,0-4,5-9,70-79,70-79,30-39,50-59,0
12134,F,65000,2,4,4,130,14,1,1,40-49,5-9,0-4,0-4,90-100,50-59,30-39,30-39,2
12135,F,100000,3,4,6,84,28,2,2,50-59,0-4,0-4,5-9,60-69,50-59,20-29,50-59,0
12136,F,55000,5,5,5,178,11,2,2,40-49,15-19,5-9,5-9,90-100,90-100,20-29,30-39,0
12137,F,55000,3,3,3,150,15,1,1,50-59,10-14,5-9,0-4,90-100,90-100,30-39,10-19,0
12138,M,74000,3,4,4,138,27,1,1,60-69,5-9,5-9,0-4,90-100,70-79,30-39,10-19,2
12139,F,75000,3,2,3,260,21,2,1,70-79,10-14,5-9,0-4,60-69,90-100,30-39,40-49,0
12140,M,73000,1,3,4,22,4,1,2,20-29,5-9,0-4,0-4,70-79,20-29,50-59,20-29,2
12141,F,87000,3,3,4,193,27,1,1,60-69,5-9,0-4,5-9,70-79,70-79,10-19,50-59,2
12142,M,95000,2,3,5,116,23,1,1,50-59,5-9,5-9,0-4,60-69,40-49,50-59,20-29,2
12143,F,68000,2,4,4,187,18,0,1,60-69,10-14,0-4,5-9,90-100,50-59,10-19,20-29,0
12144,M,69000,2,4,4,149,16,1,1,40-49,5-9,0-4,0-4,90-100,50-59,30-39,30-39,2
12145,M,44000,0,1,2,15,2,1,0,11-19,5-9,0-4,0-4,50-59,0-9,0-9,90-100,-1
12146,F,88000,4,4,4,238,19,3,1,30-39,10-14,5-9,0-4,90-100,90-100,30-39,30-39,0
12147,M,45000,0,2,3,11,2,1,0,40-49,0-4,0-4,0-4,60-69,0-9,0-9,90-100,0
12148,M,40000,2,4,4,34,2,1,1,80+,15-19,5-9,0-4,90-100,50-59,50-59,10-19,-1
12149,F,38000,2,3,5,47,2,2,3,20-29,15-19,0-4,5-9,60-69,40-49,40-49,60-69,0
12150,M,62000,3,4,4,105,15,2,1,20-29,5-9,5-9,5-9,90-100,70-79,10-19,40-49,2
12151,M,59000,2,2,6,95,15,1,3,70-79,5-9,0-4,0-4,30-39,30-39,70-79,30-39,-1
12152,M,41000,1,3,4,30,2,1,2,40-49,10-14,0-4,0-4,70-79,20-29,50-59,20-29,0
12153,F,56000,4,4,4,148,13,1,3,40-49,10-14,0-4,5-9,90-100,90-100,30-39,30-39,0
12154,M,45000,2,5,6,15,3,2,3,11-19,5-9,5-9,5-9,80-89,30-39,40-49,30-39,-1
12155,F,65000,4,5,5,185,20,0,3,80+,5-9,0-4,10-14,90-100,80-89,20-29,30-39,2
12156,M,54000,1,1,4,25,2,1,0,20-29,10-14,0-4,0-4,20-29,20-29,0-9,20-29,-1
12157,F,57000,0,5,5,2,2,3,2,80+,0-4,5-9,0-4,90-100,0-9,50-59,50-59,0
12158,M,37000,1,1,3,472,33,0,2,60-69,10-14,0-4,0-4,30-39,30-39,50-59,50-59,0
12159,M,75000,2,5,5,67,16,2,1,70-79,0-4,5-9,0-4,90-100,40-49,50-59,30-39,0
12160,M,66000,2,3,4,59,4,1,1,40-49,10-14,0-4,5-9,70-79,50-59,20-29,20-29,0
12161,F,31000,5,3,6,80,6,2,4,20-29,10-14,5-9,5-9,50-59,80-89,40-49,40-49,-1
12162,M,68000,1,5,6,22,3,2,1,70-79,5-9,5-9,5-9,80-89,10-19,20-29,30-39,2
12163,M,32000,0,3,6,9,1,1,2,40-49,5-9,0-4,5-9,50-59,0-9,40-49,50-59,2
12164,M,84000,4,5,6,175,21,1,1,50-59,5-9,5-9,5-9,80-89,60-69,20-29,10-19,2
12165,M,65000,1,4,4,80,20,2,1,50-59,0-4,5-9,0-4,90-100,20-29,50-59,40-49,0
12166,F,67000,4,4,4,257,19,2,1,50-59,10-14,5-9,0-4,90-100,90-100,30-39,20-29,0
12167,M,63000,2,5,6,19,19,2,1,60-69,0-4,5-9,5-9,80-89,30-39,20-29,20-29,0
12168,M,71000,2,6,6,74,18,2,1,70-79,0-4,5-9,0-4,90-100,30-39,50-59,20-29,0
12169,F,45000,0,2,4,12,3,3,1,30-39,0-4,5-9,0-4,50-59,0-9,90-100,60-69,0
12170,M,30000,4,6,6,121,6,1,2,30-39,15-19,5-9,5-9,90-100,60-69,20-29,20-29,0
12171,F,71000,1,3,5,19,3,1,2,60-69,5-9,0-4,0-4,60-69,20-29,90-100,30-39,2
12172,M,93000,1,3,3,144,24,2,0,60-69,5-9,5-9,0-4,90-100,30-39,0-9,40-49,2
12173,M,69000,5,4,5,137,15,2,2,70-79,5-9,5-9,5-9,80-89,90-100,20-29,30-39,2
12174,F,90000,3,2,4,124,20,1,3,70-79,5-9,0-4,5-9,50-59,70-79,50-59,30-39,2
12175,F,78000,3,3,3,724,120,1,2,40-49,5-9,0-4,5-9,90-100,90-100,30-39,30-39,2
12176,O,95000,3,6,6,147,21,1,1,40-49,5-9,5-9,0-4,90-100,50-59,30-39,10-19,2
12177,F,101000,4,3,6,1004,100,2,1,60-69,10-14,10-14,0-4,50-59,60-69,50-59,20-29,0
12178,O,85000,5,6,6,240,20,2,1,60-69,10-14,5-9,5-9,90-100,80-89,10-19,20-29,0
12179,M,60000,3,4,5,51,2,1,3,50-59,15-19,0-4,5-9,80-89,60-69,30-39,90-100,0
12180,M,34000,0,3,5,18,3,2,2,30-39,5-9,0-4,0-4,60-69,0-9,60-69,50-59,2
12181,M,36000,2,3,4,54,2,2,2,60-69,15-19,5-9,0-4,70-79,50-59,50-59,40-49,0
12182,M,79000,3,3,5,102,20,1,2,60-69,5-9,0-4,5-9,60-69,60-69,40-49,30-39,2
12183,M,54000,4,5,5,101,14,2,1,60-69,5-9,5-9,5-9,90-100,80-89,10-19,30-39,2
12184,M,72000,0,4,6,5,2,3,1,40-49,0-4,5-9,0-4,60-69,0-9,50-59,30-39,0
12185,F,118000,5,2,5,321,29,2,1,50-59,10-14,10-14,0-4,40-49,90-100,50-59,20-29,-1
12186,M,49000,6,3,6,127,12,3,2,11-19,10-14,10-14,0-4,50-59,90-100,50-59,20-29,0
12187,F,35000,2,3,4,99,9,0,1,20-29,10-14,0-4,5-9,70-79,50-59,10-19,20-29,0
12188,F,56000,2,5,5,23,2,2,1,40-49,5-9,10-14,0-4,90-100,40-49,50-59,20-29,2
12189,M,66000,2,3,5,133,19,1,1,60-69,5-9,0-4,0-4,60-69,40-49,30-39,50-59,2
12190,F,72000,2,3,5,139,19,2,2,50-59,5-9,5-9,0-4,60-69,40-49,50-59,40-49,2
12191,F,49000,3,4,5,179,12,1,3,50-59,10-14,0-4,5-9,80-89,60-69,30-39,90-100,0
12192,F,39000,0,2,6,15,2,2,1,20-29,5-9,0-4,0-4,30-39,0-9,50-59,60-69,2
12193,F,47000,0,3,4,2,1,1,0,30-39,0-4,0-4,0-4,70-79,0-9,0-9,20-29,0
12194,M,39000,3,6,6,75,3,2,0,70-79,25-29,15+,0-4,90-100,50-59,0-9,10-19,-1
12195,F,104000,4,2,6,147,29,2,1,60-69,5-9,5-9,0-4,30-39,60-69,20-29,30-39,2
12196,M,75000,0,3,3,19,4,2,0,30-39,0-4,5-9,0-4,90-100,0-9,0-9,30-39,0
12197,M,64000,1,3,4,20,4,2,0,40-49,5-9,5-9,0-4,70-79,20-29,0-9,40-49,2
12198,F,79000,5,5,5,209,20,3,2,60-69,10-14,5-9,5-9,90-100,90-100,30-39,30-39,0
12199,M,59000,4,3,4,182,14,2,1,30-39,10-14,5-9,5-9,70-79,90-100,10-19,40-49,0
12200,M,55000,3,4,5,128,16,2,1,60-69,5-9,5-9,0-4,80-89,60-69,50-59,20-29,2
12201,M,30000,1,3,5,51,7,1,2,50-59,5-9,0-4,0-4,60-69,20-29,90-100,30-39,2
12202,M,39000,0,4,4,6,2,1,2,20-29,0-4,0-4,0-4,90-100,0-9,50-59,50-59,0
12203,M,89000,2,3,6,20,20,3,2,50-59,0-4,5-9,0-4,50-59,30-39,50-59,50-59,0
12204,M,99000,2,2,2,187,23,1,1,30-39,5-9,0-4,0-4,90-100,90-100,30-39,30-39,2
12205,M,37000,0,3,5,32,2,2,1,80+,10-14,0-4,0-4,60-69,0-9,50-59,50-59,0
12206,M,34000,1,2,5,11,2,2,2,40-49,0-4,0-4,5-9,40-49,20-29,40-49,60-69,0
12207,M,65000,0,4,4,16,2,1,1,20-29,5-9,0-4,0-4,90-100,0-9,50-59,20-29,2
12208,F,100000,0,2,2,37,18,1,0,70-79,0-4,0-4,0-4,90-100,0-9,0-9,50-59,0
12209,F,91000,5,6,6,273,24,2,0,50-59,10-14,15+,0-4,90-100,80-89,0-9,10-19,0
12210,M,60000,5,5,6,171,17,3,2,70-79,10-14,5-9,5-9,80-89,80-89,20-29,30-39,0
12211,M,36000,1,2,5,14,2,2,2,30-39,5-9,0-4,0-4,40-49,20-29,50-59,60-69,2
12212,M,65000,0,1,1,22,3,0,0,20-29,5-9,0-4,0-4,90-100,0-9,0-9,60-69,1
12213,M,34000,3,4,5,55,3,3,1,80+,15-19,5-9,5-9,80-89,60-69,20-29,40-49,-1
12214,M,108000,4,3,5,280,28,1,2,60-69,10-14,0-4,10-14,60-69,80-89,20-29,50-59,0
12215,M,49000,0,3,4,13,3,1,1,70-79,0-4,0-4,0-4,70-79,0-9,30-39,50-59,0
12216,F,72000,2,3,4,40,3,2,1,20-29,10-14,5-9,0-4,70-79,50-59,50-59,40-49,0
12217,M,111000,4,5,5,299,27,2,0,60-69,10-14,10-14,0-4,90-100,80-89,0-9,10-19,0
12218,F,77000,2,4,4,210,21,1,1,50-59,10-14,5-9,0-4,90-100,50-59,30-39,20-29,0
12219,M,59000,2,5,5,22,11,2,2,50-59,0-4,5-9,5-9,90-100,40-49,40-49,40-49,0
12220,F,41000,5,3,5,74,9,2,1,20-29,5-9,10-14,0-4,60-69,90-100,50-59,10-19,2
12221,M,73000,2,3,3,64,21,0,2,50-59,0-4,0-4,5-9,90-100,60-69,20-29,10-19,0
12222,F,79000,4,2,5,68,17,2,2,50-59,0-4,5-9,0-4,40-49,80-89,50-59,20-29,-1
12223,M,98000,6,6,6,403,26,2,2,50-59,15-19,5-9,5-9,90-100,90-100,20-29,20-29,0
12224,M,67000,1,3,5,16,16,2,1,40-49,0-4,0-4,0-4,60-69,20-29,50-59,50-59,0
12225,M,59000,4,2,4,44,2,1,3,30-39,15-19,0-4,5-9,50-59,90-100,40-49,30-39,0
12226,M,83000,3,6,6,185,23,2,0,40-49,5-9,5-9,0-4,90-100,50-59,0-9,20-29,-1
12227,M,58000,3,3,4,67,13,2,2,50-59,5-9,0-4,5-9,70-79,70-79,30-39,50-59,2
12228,M,39000,2,4,5,96,10,2,0,60-69,5-9,5-9,0-4,80-89,40-49,0-9,30-39,2
12229,F,113000,2,5,5,137,27,1,1,50-59,5-9,5-9,0-4,90-100,40-49,50-59,10-19,2
12230,F,76000,6,5,6,210,19,2,2,60-69,10-14,5-9,5-9,80-89,90-100,20-29,20-29,0
12231,M,84000,2,5,5,221,22,0,2,70-79,10-14,0-4,5-9,90-100,40-49,20-29,20-29,0
12232,F,49000,0,4,6,31,2,1,1,20-29,10-14,0-4,0-4,60-69,0-9,90-100,50-59,-1
12233,F,58000,1,0,4,33,6,1,1,50-59,5-9,0-4,0-4,0-9,20-29,50-59,50-59,-1
12234,M,33000,1,5,6,18,3,2,1,20-29,5-9,5-9,0-4,80-89,10-19,50-59,30-39,2
12235,F,54000,3,4,5,229,13,2,2,50-59,15-19,5-9,5-9,80-89,60-69,40-49,40-49,0
12236,F,86000,2,3,4,619,206,3,1,80+,0-4,5-9,0-4,70-79,50-59,50-59,40-49,0
12237,M,111000,3,3,3,129,32,1,0,50-59,0-4,5-9,0-4,90-100,90-100,0-9,10-19,0
12238,M,69000,0,3,4,165,10,0,1,70-79,15-19,0-4,0-4,70-79,0-9,90-100,10-19,-1
12239,M,116000,3,2,5,227,28,2,0,60-69,5-9,5-9,0-4,40-49,60-69,0-9,20-29,2
12240,F,32000,2,3,5,83,7,1,2,40-49,10-14,0-4,0-4,60-69,40-49,50-59,30-39,0
12241,M,51000,1,5,5,10,10,2,2,60-69,0-4,0-4,5-9,90-100,20-29,20-29,50-59,0
12242,M,57000,1,6,6,13,13,2,1,40-49,0-4,5-9,0-4,90-100,10-19,20-29,20-29,-1
12243,M,78000,2,2,4,107,17,2,0,80+,5-9,5-9,0-4,50-59,50-59,0-9,30-39,2
12244,M,67000,4,4,5,614,61,2,2,50-59,10-14,5-9,5-9,80-89,80-89,40-49,30-39,0
12245,M,91000,4,5,5,368,26,2,1,40-49,10-14,5-9,0-4,90-100,80-89,30-39,20-29,0
12246,M,32000,0,3,5,13,1,2,2,11-19,5-9,0-4,0-4,60-69,0-9,50-59,60-69,2
12247,M,52000,0,4,6,16,2,3,1,30-39,5-9,5-9,0-4,60-69,0-9,90-100,30-39,2
12248,F,50000,2,6,6,431,143,2,2,50-59,0-4,0-4,10-14,90-100,30-39,20-29,50-59,0
12249,M,55000,1,5,5,47,15,1,2,30-39,0-4,0-4,5-9,90-100,20-29,20-29,50-59,0
12250,M,53000,4,6,6,118,14,3,2,40-49,5-9,10-14,0-4,90-100,60-69,50-59,20-29,-1
12251,M,79000,4,6,6,242,22,2,2,50-59,10-14,5-9,5-9,90-100,60-69,30-39,30-39,0
12252,M,85000,1,1,2,20,20,1,1,70-79,0-4,0-4,0-4,50-59,50-59,50-59,50-59,0
12253,M,32000,0,5,6,10,2,3,0,40-49,0-4,5-9,0-4,80-89,0-9,0-9,60-69,0
12254,M,31000,0,1,3,29,2,1,0,30-39,10-14,0-4,0-4,30-39,0-9,0-9,50-59,0
12255,M,50000,5,5,5,166,12,2,2,50-59,10-14,5-9,5-9,90-100,90-100,30-39,20-29,0
12256,F,32000,2,3,5,135,9,1,2,60-69,15-19,0-4,0-4,60-69,40-49,50-59,30-39,0
12257,F,98000,3,5,5,282,28,0,3,60-69,10-14,0-4,5-9,90-100,60-69,30-39,30-39,0
12258,F,90000,3,2,3,138,27,0,2,60-69,5-9,0-4,5-9,60-69,90-100,20-29,30-39,2
12259,F,82000,0,1,3,95,23,1,1,70-79,0-4,0-4,0-4,30-39,0-9,90-100,50-59,0
12260,M,99000,3,4,4,123,24,1,2,50-59,5-9,0-4,5-9,90-100,70-79,30-39,30-39,2
12261,M,30000,2,2,3,13,6,1,1,20-29,0-4,5-9,0-4,60-69,60-69,90-100,10-19,-1
12262,M,93000,3,4,4,353,25,2,1,80+,10-14,5-9,0-4,90-100,70-79,30-39,30-39,0
12263,M,80000,6,3,6,237,23,2,1,60-69,10-14,5-9,5-9,50-59,90-100,10-19,20-29,0
12264,F,72000,2,1,2,134,22,2,0,50-59,5-9,5-9,0-4,50-59,90-100,0-9,40-49,-1
12265,F,89000,4,3,5,213,23,1,3,70-79,5-9,0-4,5-9,60-69,80-89,30-39,30-39,2
12266,F,114000,3,3,6,117,23,2,0,70-79,5-9,10-14,0-4,50-59,50-59,0-9,20-29,2
12267,M,46000,2,4,5,27,4,0,3,60-69,5-9,0-4,5-9,80-89,40-49,30-39,20-29,2
12268,F,57000,3,4,5,86,14,1,3,70-79,5-9,0-4,5-9,80-89,60-69,40-49,30-39,2
12269,M,65000,5,6,6,113,16,2,2,60-69,5-9,5-9,5-9,90-100,80-89,20-29,20-29,2
12270,M,65000,3,3,4,146,14,2,1,20-29,10-14,5-9,0-4,70-79,70-79,50-59,30-39,0
12271,M,65000,4,4,4,98,16,2,2,50-59,5-9,5-9,5-9,90-100,90-100,30-39,30-39,2
12272,M,67000,2,4,4,190,21,1,1,50-59,5-9,0-4,0-4,90-100,50-59,30-39,30-39,2
12273,M,81000,4,5,5,125,25,1,2,80+,5-9,0-4,5-9,90-100,80-89,20-29,30-39,2
12274,M,78000,4,4,5,174,19,2,1,60-69,5-9,5-9,0-4,80-89,80-89,50-59,20-29,-1
12275,F,82000,2,3,4,74,24,0,2,60-69,0-4,0-4,5-9,70-79,50-59,20-29,20-29,0
12276,F,79000,3,2,5,128,32,0,2,70-79,0-4,0-4,5-9,40-49,60-69,20-29,20-29,0
12277,F,100000,5,2,5,262,26,3,2,50-59,10-14,5-9,0-4,40-49,90-100,50-59,30-39,-1
12278,F,40000,4,3,4,113,9,3,1,40-49,10-14,5-9,0-4,70-79,90-100,50-59,30-39,0
12279,M,61000,4,4,4,338,14,1,1,30-39,20-24,0-4,5-9,90-100,90-100,10-19,30-39,-1
12280,M,56000,1,3,4,51,17,1,1,40-49,0-4,0-4,0-4,70-79,20-29,30-39,50-59,0
12281,M,31000,0,3,5,1,0,2,0,40-49,0-4,5-9,0-4,60-69,0-9,0-9,20-29,0
12282,M,43000,1,4,4,29,4,3,0,50-59,5-9,5-9,0-4,90-100,20-29,0-9,30-39,2
12283,F,40000,0,4,5,16,2,2,2,50-59,5-9,5-9,0-4,80-89,0-9,60-69,30-39,2
12284,F,78000,2,2,3,82,16,2,1,40-49,5-9,5-9,0-4,60-69,60-69,50-59,40-49,2
12285,M,46000,2,2,3,41,3,0,2,30-39,10-14,0-4,5-9,60-69,60-69,20-29,40-49,0
12286,M,73000,2,3,3,168,21,2,0,70-79,5-9,5-9,0-4,90-100,60-69,0-9,30-39,2
12287,M,57000,2,1,3,89,14,2,0,20-29,5-9,5-9,0-4,30-39,60-69,0-9,30-39,-1
12288,F,53000,5,5,5,213,16,2,1,70-79,10-14,5-9,5-9,90-100,90-100,10-19,20-29,0
12289,M,51000,0,3,6,9,1,1,3,50-59,5-9,0-4,5-9,50-59,0-9,50-59,30-39,2
12290,M,87000,4,4,4,144,20,2,2,50-59,5-9,5-9,5-9,90-100,90-100,30-39,30-39,2
