,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range
11327,F,54000,4,5,5,173,14,3,0,40-49,10-14,10-14,0-4,90-100,80-89,0-9,20-29
11328,M,57000,0,2,3,23,4,2,0,30-39,5-9,5-9,0-4,60-69,0-9,0-9,40-49
11329,F,87000,3,5,5,247,22,2,1,60-69,10-14,5-9,5-9,90-100,60-69,20-29,30-39
11330,O,59000,4,5,5,56,14,1,2,30-39,0-4,0-4,5-9,90-100,80-89,20-29,30-39
11331,F,48000,3,3,5,98,12,2,1,30-39,5-9,5-9,0-4,60-69,60-69,50-59,40-49
11332,M,54000,6,3,6,147,12,2,2,70-79,10-14,5-9,5-9,50-59,90-100,30-39,20-29
11333,M,35000,3,4,5,45,7,2,1,70-79,5-9,5-9,0-4,80-89,60-69,30-39,20-29
11334,F,34000,2,3,3,67,7,2,0,50-59,5-9,5-9,0-4,90-100,60-69,0-9,30-39
11335,M,63000,0,3,3,1,0,0,2,40-49,0-4,0-4,0-4,90-100,0-9,50-59,30-39
11336,F,74000,5,6,6,116,23,2,1,70-79,5-9,5-9,5-9,90-100,80-89,10-19,20-29
11337,F,97000,2,2,2,788,131,0,1,80+,5-9,0-4,5-9,90-100,90-100,10-19,20-29
11338,M,70000,4,6,6,153,19,2,1,30-39,5-9,5-9,0-4,90-100,60-69,30-39,20-29
11339,M,43000,1,1,1,19,3,0,1,60-69,5-9,0-4,0-4,90-100,90-100,30-39,20-29
11340,F,32000,2,4,5,103,6,1,2,80+,15-19,0-4,5-9,80-89,40-49,20-29,50-59
11341,F,39000,2,3,3,65,8,0,3,30-39,5-9,0-4,5-9,90-100,60-69,30-39,50-59
11342,F,76000,0,4,5,52,17,2,1,80+,0-4,0-4,0-4,80-89,0-9,50-59,60-69
11343,F,86000,4,5,5,299,19,1,2,50-59,15-19,5-9,5-9,90-100,80-89,30-39,10-19
11344,F,55000,4,4,4,155,15,2,1,60-69,10-14,5-9,0-4,90-100,90-100,30-39,20-29
11345,F,80000,2,5,6,224,24,1,1,40-49,5-9,0-4,0-4,80-89,30-39,30-39,20-29
11346,M,53000,2,2,2,67,11,0,2,50-59,5-9,0-4,5-9,90-100,90-100,30-39,20-29
11347,F,68000,5,5,5,170,17,3,1,50-59,10-14,10-14,0-4,90-100,90-100,30-39,20-29
11348,O,33000,0,1,3,8,2,1,1,30-39,0-4,0-4,0-4,30-39,0-9,90-100,50-59
11349,M,43000,0,3,4,20,2,2,2,60-69,5-9,0-4,0-4,70-79,0-9,50-59,60-69
11350,M,31000,0,1,4,11,1,1,1,40-49,5-9,0-4,0-4,20-29,0-9,90-100,90-100
11351,M,105000,3,4,6,917,101,2,2,50-59,5-9,5-9,5-9,60-69,50-59,40-49,30-39
11352,M,47000,4,5,5,111,9,1,2,40-49,10-14,0-4,5-9,90-100,80-89,20-29,30-39
11353,M,81000,4,5,6,122,20,2,1,50-59,5-9,5-9,0-4,80-89,60-69,30-39,20-29
11354,M,38000,1,5,6,25,2,3,2,70-79,10-14,5-9,0-4,80-89,10-19,50-59,50-59
11355,M,67000,1,4,4,217,19,0,1,80+,10-14,0-4,0-4,90-100,20-29,30-39,50-59
11356,M,96000,2,3,4,101,20,2,2,80+,5-9,5-9,0-4,70-79,50-59,50-59,40-49
11357,F,109000,5,4,5,161,26,2,1,80+,5-9,5-9,5-9,80-89,90-100,10-19,20-29
11358,M,87000,3,4,4,70,23,2,1,80+,0-4,5-9,0-4,90-100,70-79,30-39,20-29
11359,M,65000,4,5,5,136,17,1,2,40-49,5-9,0-4,5-9,90-100,80-89,20-29,30-39
11360,M,36000,1,4,5,9,3,1,1,80+,0-4,5-9,0-4,80-89,20-29,50-59,20-29
11361,M,54000,0,2,2,19,3,1,1,70-79,5-9,0-4,0-4,90-100,0-9,50-59,50-59
11362,M,74000,3,3,6,48,3,2,3,40-49,10-14,0-4,5-9,50-59,50-59,50-59,50-59
11363,M,63000,1,2,6,43,5,1,1,70-79,5-9,0-4,5-9,30-39,10-19,20-29,30-39
11364,M,48000,2,3,5,40,3,3,2,50-59,10-14,5-9,0-4,60-69,40-49,50-59,50-59
11365,M,69000,2,4,5,43,3,3,0,20-29,10-14,10-14,0-4,80-89,40-49,0-9,30-39
11366,M,90000,2,0,4,78,26,1,1,80+,0-4,0-4,0-4,0-9,50-59,20-29,90-100
11367,F,81000,6,3,6,222,22,3,1,50-59,10-14,10-14,0-4,50-59,90-100,20-29,20-29
11368,M,69000,4,4,5,86,3,1,3,60-69,20-24,0-4,5-9,80-89,80-89,30-39,30-39
11369,F,99000,4,4,6,126,31,1,1,60-69,0-4,5-9,5-9,60-69,60-69,10-19,20-29
11370,M,48000,3,2,3,72,10,1,1,20-29,5-9,0-4,5-9,60-69,90-100,20-29,30-39
11371,F,64000,2,5,5,38,19,0,2,60-69,0-4,0-4,10-14,90-100,40-49,10-19,30-39
11372,M,53000,3,4,5,70,3,2,1,20-29,15-19,5-9,0-4,80-89,60-69,30-39,30-39
11373,M,47000,0,2,3,9,2,3,0,50-59,0-4,5-9,0-4,60-69,0-9,0-9,60-69
11374,F,69000,3,5,5,209,14,2,1,30-39,10-14,5-9,5-9,90-100,60-69,10-19,40-49
11375,M,40000,2,4,5,33,2,2,1,70-79,10-14,0-4,0-4,80-89,40-49,30-39,50-59
11376,F,97000,0,3,4,22,22,2,0,40-49,0-4,0-4,0-4,70-79,0-9,0-9,50-59
11377,M,89000,1,3,3,113,22,1,0,70-79,5-9,0-4,0-4,90-100,30-39,0-9,30-39
11378,F,56000,1,3,3,131,11,1,0,50-59,10-14,0-4,0-4,90-100,30-39,0-9,30-39
11379,M,74000,0,3,3,105,26,1,0,40-49,0-4,0-4,0-4,90-100,0-9,0-9,20-29
11380,M,66000,2,4,4,48,16,4,0,60-69,0-4,10-14,0-4,90-100,50-59,0-9,40-49
11381,F,77000,2,3,4,50,16,0,1,70-79,0-4,0-4,5-9,70-79,50-59,20-29,40-49
11382,M,73000,2,3,4,34,3,2,0,30-39,5-9,5-9,0-4,70-79,50-59,0-9,20-29
11383,M,66000,0,4,5,12,3,2,2,60-69,0-4,5-9,0-4,80-89,0-9,60-69,30-39
11384,F,71000,4,4,5,155,17,3,1,20-29,5-9,5-9,0-4,80-89,80-89,50-59,30-39
11385,M,48000,0,3,3,8,1,2,1,50-59,5-9,0-4,0-4,90-100,0-9,50-59,50-59
11386,M,69000,0,0,5,0,0,0,2,40-49,0-4,0-4,0-4,0-9,0-9,60-69,50-59
11387,F,67000,4,4,5,263,18,1,1,40-49,10-14,5-9,5-9,80-89,80-89,20-29,10-19
11388,F,82000,4,3,5,168,24,2,1,50-59,5-9,5-9,0-4,60-69,80-89,20-29,30-39
11389,M,61000,0,3,3,50,16,1,2,70-79,0-4,0-4,0-4,90-100,0-9,50-59,50-59
11390,M,75000,0,4,5,112,28,3,1,70-79,0-4,5-9,0-4,80-89,0-9,50-59,50-59
11391,F,116000,1,2,2,208,26,1,0,50-59,5-9,0-4,0-4,90-100,50-59,0-9,30-39
11392,M,117000,3,4,4,1152,144,2,1,80+,5-9,5-9,0-4,90-100,70-79,30-39,30-39
11393,M,42000,1,3,4,55,2,1,1,50-59,20-24,5-9,0-4,70-79,20-29,30-39,20-29
11394,F,32000,2,5,5,51,3,2,2,60-69,15-19,0-4,5-9,90-100,40-49,30-39,50-59
11395,F,46000,0,2,4,15,2,1,2,20-29,5-9,0-4,0-4,50-59,0-9,50-59,50-59
11396,M,51000,0,0,4,17,2,1,2,20-29,5-9,0-4,0-4,0-9,0-9,60-69,90-100
11397,M,54000,4,4,5,134,16,2,2,70-79,5-9,5-9,5-9,80-89,80-89,40-49,30-39
11398,M,59000,1,3,4,60,12,2,1,30-39,5-9,5-9,0-4,70-79,20-29,90-100,40-49
11399,F,54000,5,4,5,111,12,3,2,60-69,5-9,5-9,5-9,80-89,90-100,40-49,30-39
11400,F,40000,2,4,4,56,11,1,2,30-39,5-9,0-4,5-9,90-100,50-59,40-49,30-39
11401,F,55000,1,2,3,14,2,2,0,80+,5-9,0-4,0-4,60-69,30-39,0-9,50-59
11402,F,71000,0,3,3,55,27,0,2,40-49,0-4,0-4,0-4,90-100,0-9,50-59,50-59
11403,O,57000,0,3,3,32,3,1,0,40-49,10-14,0-4,0-4,90-100,0-9,0-9,50-59
11404,M,71000,5,6,6,181,16,2,1,40-49,10-14,5-9,5-9,90-100,80-89,10-19,20-29
11405,F,54000,3,4,5,80,4,2,2,20-29,20-24,0-4,5-9,80-89,60-69,30-39,50-59
11406,F,46000,2,2,2,496,62,1,1,50-59,5-9,0-4,0-4,90-100,90-100,30-39,30-39
11407,F,75000,4,6,6,151,16,3,0,70-79,5-9,10-14,0-4,90-100,60-69,0-9,20-29
11408,M,47000,0,3,5,11,2,0,3,70-79,0-4,0-4,5-9,60-69,0-9,50-59,20-29
11409,M,33000,2,4,6,18,2,2,2,80+,5-9,5-9,0-4,60-69,30-39,60-69,20-29
11410,M,72000,3,3,3,93,18,1,0,70-79,5-9,5-9,0-4,90-100,90-100,0-9,10-19
11411,M,41000,0,3,5,6,1,4,1,70-79,0-4,5-9,0-4,60-69,0-9,90-100,50-59
11412,M,74000,3,5,5,193,17,2,1,50-59,10-14,5-9,0-4,90-100,60-69,30-39,30-39
11413,M,39000,2,1,3,20,4,1,1,50-59,5-9,0-4,0-4,30-39,60-69,50-59,30-39
11414,M,82000,4,4,4,152,21,2,1,50-59,5-9,5-9,5-9,90-100,90-100,10-19,30-39
11415,F,93000,3,4,4,189,21,2,1,80+,5-9,5-9,0-4,90-100,70-79,30-39,30-39
11416,F,92000,3,4,4,191,23,2,0,50-59,5-9,10-14,0-4,90-100,70-79,0-9,10-19
11417,M,57000,3,3,3,155,15,2,1,40-49,10-14,5-9,0-4,90-100,90-100,30-39,30-39
11418,M,53000,3,4,4,56,2,1,3,50-59,20-24,0-4,5-9,90-100,70-79,30-39,50-59
11419,M,65000,3,2,5,60,4,1,4,40-49,15-19,0-4,5-9,40-49,60-69,40-49,90-100
11420,F,79000,2,3,3,84,21,2,1,30-39,0-4,5-9,0-4,90-100,60-69,30-39,40-49
11421,M,35000,0,2,6,13,1,1,1,60-69,5-9,0-4,0-4,30-39,0-9,50-59,50-59
11422,F,118000,2,1,3,196,28,2,1,50-59,5-9,0-4,0-4,30-39,60-69,50-59,50-59
11423,F,36000,0,3,5,25,3,2,2,40-49,5-9,0-4,0-4,60-69,0-9,50-59,50-59
11424,M,33000,1,3,5,53,7,4,0,60-69,5-9,5-9,0-4,60-69,20-29,0-9,40-49
11425,F,85000,1,2,2,80,20,0,1,30-39,0-4,0-4,0-4,90-100,50-59,30-39,40-49
11426,M,88000,2,3,5,87,21,2,1,50-59,0-4,0-4,0-4,60-69,40-49,30-39,50-59
11427,M,70000,3,5,5,225,16,1,2,40-49,10-14,0-4,5-9,90-100,60-69,30-39,30-39
11428,F,53000,4,3,5,176,14,2,2,30-39,10-14,0-4,5-9,60-69,80-89,20-29,50-59
11429,O,86000,4,5,5,322,23,1,2,50-59,10-14,0-4,5-9,90-100,80-89,20-29,30-39
11430,F,81000,4,4,5,232,21,3,1,50-59,10-14,10-14,0-4,80-89,80-89,30-39,30-39
11431,M,37000,2,4,4,71,7,0,2,40-49,5-9,0-4,5-9,90-100,50-59,30-39,30-39
11432,F,78000,4,4,5,146,18,2,2,80+,5-9,5-9,5-9,80-89,80-89,40-49,30-39
11433,F,119000,4,3,5,199,28,2,3,70-79,5-9,5-9,5-9,60-69,80-89,50-59,30-39
11434,F,71000,5,4,5,255,17,2,2,20-29,15-19,5-9,5-9,80-89,90-100,40-49,20-29
11435,M,77000,3,4,4,175,25,2,1,40-49,5-9,5-9,0-4,90-100,70-79,30-39,30-39
11436,M,47000,3,3,4,100,4,0,3,50-59,20-24,0-4,10-14,70-79,70-79,30-39,30-39
11437,M,31000,0,2,3,31,2,2,0,11-19,15-19,0-4,0-4,60-69,0-9,0-9,50-59
11438,F,62000,0,1,1,39,13,0,0,40-49,0-4,0-4,0-4,90-100,0-9,0-9,50-59
11439,F,32000,4,4,6,109,8,1,2,70-79,10-14,0-4,5-9,60-69,60-69,20-29,30-39
11440,M,60000,1,2,4,64,2,1,2,40-49,20-24,0-4,5-9,50-59,20-29,40-49,50-59
11441,F,50000,5,5,6,187,11,2,2,50-59,15-19,5-9,5-9,80-89,80-89,40-49,20-29
11442,M,49000,1,2,4,39,2,1,1,40-49,15-19,0-4,0-4,50-59,20-29,50-59,50-59
11443,M,55000,4,4,4,225,16,1,2,40-49,10-14,0-4,5-9,90-100,90-100,20-29,30-39
11444,M,100000,1,4,4,130,32,1,1,60-69,0-4,0-4,0-4,90-100,20-29,50-59,30-39
11445,M,30000,1,1,2,23,3,0,2,40-49,5-9,0-4,0-4,50-59,50-59,50-59,30-39
11446,M,61000,1,3,3,70,4,3,0,60-69,15-19,5-9,0-4,90-100,30-39,0-9,40-49
11447,F,115000,2,3,4,66,22,1,1,80+,0-4,0-4,0-4,70-79,50-59,30-39,30-39
11448,F,74000,0,4,4,60,20,0,2,60-69,0-4,0-4,0-4,90-100,0-9,50-59,30-39
11449,M,38000,0,2,5,30,2,2,1,40-49,10-14,0-4,0-4,40-49,0-9,90-100,60-69
11450,F,31000,4,4,5,132,7,1,3,80+,15-19,0-4,5-9,80-89,80-89,30-39,30-39
11451,F,30000,0,4,6,9,3,2,3,60-69,0-4,0-4,5-9,60-69,0-9,50-59,50-59
11452,F,76000,3,4,4,140,17,0,3,70-79,5-9,0-4,5-9,90-100,70-79,30-39,50-59
11453,F,58000,1,3,4,28,4,0,2,60-69,5-9,0-4,5-9,70-79,20-29,30-39,50-59
11454,M,75000,2,6,6,148,16,0,2,40-49,5-9,0-4,5-9,90-100,30-39,30-39,50-59
11455,F,118000,5,3,5,166,23,2,2,50-59,5-9,5-9,0-4,60-69,90-100,50-59,20-29
11456,M,44000,1,3,5,16,2,1,3,40-49,5-9,0-4,5-9,60-69,20-29,60-69,20-29
11457,M,33000,1,3,6,5,2,3,2,40-49,0-4,5-9,0-4,50-59,10-19,60-69,50-59
11458,F,39000,2,5,5,64,8,1,2,30-39,5-9,0-4,5-9,90-100,40-49,20-29,30-39
11459,M,47000,1,2,3,19,3,1,0,30-39,5-9,0-4,0-4,60-69,30-39,0-9,30-39
11460,M,66000,3,2,4,59,3,0,3,60-69,15-19,0-4,5-9,50-59,70-79,30-39,30-39
11461,F,53000,2,3,4,428,53,0,2,80+,5-9,0-4,5-9,70-79,50-59,20-29,30-39
11462,F,61000,4,3,4,251,14,1,3,80+,15-19,0-4,5-9,70-79,90-100,30-39,30-39
11463,F,69000,0,2,3,10,2,2,1,60-69,5-9,0-4,0-4,60-69,0-9,90-100,50-59
11464,M,86000,2,2,4,95,23,2,0,70-79,0-4,5-9,0-4,50-59,50-59,0-9,40-49
11465,F,64000,2,1,4,25,5,1,2,60-69,5-9,0-4,0-4,20-29,50-59,50-59,50-59
11466,F,75000,1,3,4,32,32,2,1,70-79,0-4,5-9,0-4,70-79,20-29,50-59,30-39
11467,F,62000,2,2,5,31,4,3,0,20-29,5-9,5-9,0-4,40-49,40-49,0-9,40-49
11468,M,41000,1,2,4,17,2,2,0,60-69,5-9,0-4,0-4,50-59,20-29,0-9,50-59
11469,M,98000,4,6,6,107,26,2,2,50-59,0-4,5-9,5-9,90-100,60-69,40-49,20-29
11470,F,65000,5,5,5,262,20,3,1,30-39,10-14,10-14,0-4,90-100,90-100,30-39,20-29
11471,M,99000,3,4,5,81,27,1,2,70-79,0-4,0-4,5-9,80-89,60-69,20-29,50-59
11472,M,59000,1,4,5,20,3,2,2,40-49,5-9,0-4,0-4,80-89,20-29,50-59,50-59
11473,M,69000,1,2,3,219,15,1,1,30-39,10-14,0-4,0-4,60-69,30-39,90-100,30-39
11474,M,88000,1,3,3,102,20,1,0,60-69,5-9,0-4,0-4,90-100,30-39,0-9,30-39
11475,M,32000,5,4,5,179,8,1,3,40-49,20-24,5-9,5-9,80-89,90-100,30-39,10-19
11476,M,37000,2,4,5,23,3,2,2,80+,5-9,0-4,5-9,80-89,40-49,40-49,50-59
11477,M,50000,0,3,4,12,3,1,1,20-29,0-4,0-4,0-4,70-79,0-9,30-39,50-59
11478,M,42000,4,3,6,66,3,3,2,20-29,20-24,5-9,5-9,50-59,60-69,20-29,60-69
11479,M,80000,3,4,5,52,17,1,2,50-59,0-4,0-4,5-9,80-89,60-69,40-49,30-39
11480,M,54000,2,3,5,120,12,1,1,30-39,10-14,0-4,0-4,60-69,40-49,30-39,30-39
11481,M,73000,0,2,3,23,3,2,1,40-49,5-9,0-4,0-4,60-69,0-9,90-100,50-59
11482,M,54000,3,4,4,174,13,0,2,50-59,10-14,0-4,5-9,90-100,70-79,20-29,50-59
11483,M,116000,2,2,2,166,27,2,0,80+,5-9,5-9,0-4,90-100,90-100,0-9,30-39
11484,M,35000,0,2,3,11,1,1,1,50-59,5-9,0-4,0-4,60-69,0-9,50-59,50-59
11485,F,38000,5,3,5,134,10,3,2,50-59,10-14,5-9,5-9,60-69,90-100,30-39,40-49
11486,M,51000,1,2,4,42,3,0,2,70-79,10-14,0-4,5-9,50-59,20-29,40-49,40-49
11487,M,76000,6,4,6,195,21,1,3,60-69,5-9,0-4,10-14,60-69,90-100,20-29,30-39
11488,M,106000,2,2,4,64,21,2,1,40-49,0-4,5-9,0-4,50-59,50-59,90-100,30-39
11489,M,46000,0,3,4,30,2,1,0,20-29,10-14,0-4,0-4,70-79,0-9,0-9,50-59
11490,M,72000,0,3,4,7,3,1,3,20-29,0-4,0-4,5-9,70-79,0-9,60-69,50-59
11491,F,38000,3,5,5,60,8,1,1,50-59,5-9,5-9,5-9,90-100,60-69,10-19,20-29
11492,M,60000,2,3,4,47,3,0,3,30-39,15-19,0-4,5-9,70-79,50-59,40-49,20-29
11493,M,64000,2,3,3,134,16,2,0,50-59,5-9,5-9,0-4,90-100,60-69,0-9,30-39
11494,M,95000,3,4,4,245,27,1,2,60-69,5-9,0-4,5-9,90-100,70-79,30-39,30-39
11495,M,43000,1,2,3,106,10,1,1,80+,10-14,0-4,0-4,60-69,30-39,30-39,50-59
11496,M,64000,6,5,6,1365,105,3,2,30-39,10-14,5-9,5-9,80-89,90-100,20-29,30-39
11497,M,45000,3,4,5,96,12,3,0,30-39,5-9,5-9,0-4,80-89,60-69,0-9,30-39
11498,F,61000,2,3,6,37,3,1,3,40-49,10-14,0-4,5-9,50-59,30-39,50-59,50-59
11499,F,43000,0,3,5,8,1,3,0,60-69,5-9,5-9,0-4,60-69,0-9,0-9,40-49
11500,F,77000,3,2,3,64,12,2,0,70-79,5-9,5-9,0-4,60-69,90-100,0-9,20-29
11501,F,76000,6,6,6,143,17,3,0,80+,5-9,15+,0-4,90-100,90-100,0-9,10-19
11502,M,72000,2,5,6,183,20,3,1,20-29,5-9,10-14,0-4,80-89,30-39,50-59,20-29
11503,M,59000,0,3,3,20,2,1,0,20-29,5-9,0-4,0-4,90-100,0-9,0-9,50-59
11504,M,47000,1,4,5,53,2,2,1,60-69,20-24,0-4,0-4,80-89,20-29,30-39,50-59
11505,O,92000,3,3,3,347,26,2,1,70-79,10-14,5-9,0-4,90-100,90-100,30-39,30-39
11506,F,74000,2,4,4,229,17,1,0,50-59,10-14,5-9,0-4,90-100,50-59,0-9,10-19
11507,F,54000,4,3,4,179,13,2,1,50-59,10-14,5-9,0-4,70-79,90-100,50-59,20-29
11508,M,97000,3,2,4,120,40,1,2,70-79,0-4,0-4,5-9,50-59,70-79,20-29,90-100
11509,M,64000,2,4,5,13,4,1,2,40-49,0-4,0-4,10-14,80-89,40-49,20-29,90-100
11510,M,107000,1,5,5,27,27,1,2,70-79,0-4,0-4,5-9,90-100,20-29,20-29,20-29
11511,M,42000,0,1,4,7,1,0,1,30-39,5-9,0-4,0-4,20-29,0-9,30-39,20-29
11512,M,65000,0,5,5,14,2,2,1,20-29,5-9,5-9,0-4,90-100,0-9,50-59,30-39
11513,M,77000,4,6,6,844,70,2,1,60-69,10-14,5-9,0-4,90-100,60-69,30-39,20-29
11514,M,56000,5,5,5,95,19,2,2,50-59,5-9,5-9,5-9,90-100,90-100,20-29,30-39
11515,M,86000,2,2,3,165,27,2,1,50-59,5-9,0-4,0-4,60-69,60-69,30-39,50-59
11516,F,98000,4,2,5,79,15,3,1,50-59,5-9,5-9,0-4,40-49,80-89,50-59,30-39
11517,M,58000,3,3,4,63,12,2,1,50-59,5-9,5-9,0-4,70-79,70-79,50-59,20-29
11518,M,73000,4,4,4,165,16,3,1,70-79,10-14,5-9,0-4,90-100,90-100,30-39,30-39
11519,M,73000,3,5,5,134,22,2,2,50-59,5-9,5-9,5-9,90-100,60-69,30-39,40-49
11520,F,44000,4,5,6,372,41,3,1,30-39,5-9,10-14,0-4,80-89,60-69,90-100,20-29
11521,M,74000,3,5,5,240,20,1,1,11-19,10-14,0-4,5-9,90-100,60-69,10-19,30-39
11522,M,71000,0,2,4,18,3,3,1,40-49,5-9,5-9,0-4,50-59,0-9,90-100,60-69
11523,M,33000,3,4,4,26,3,1,3,20-29,5-9,0-4,5-9,90-100,70-79,30-39,50-59
11524,M,34000,1,5,6,30,2,1,2,60-69,10-14,0-4,0-4,80-89,10-19,50-59,50-59
11525,M,54000,1,3,6,38,5,1,3,50-59,5-9,0-4,5-9,50-59,10-19,60-69,50-59
11526,F,61000,0,4,5,12,2,0,3,30-39,5-9,0-4,5-9,80-89,0-9,40-49,50-59
11527,F,57000,0,3,5,60,15,2,2,40-49,0-4,0-4,0-4,60-69,0-9,90-100,50-59
11528,F,87000,4,6,6,216,21,3,0,40-49,10-14,10-14,0-4,90-100,60-69,0-9,20-29
11529,M,54000,1,4,4,35,4,2,0,20-29,5-9,5-9,0-4,90-100,20-29,0-9,20-29
11530,F,64000,2,4,4,137,19,1,2,70-79,5-9,0-4,5-9,90-100,50-59,40-49,30-39
11531,F,53000,4,5,6,167,11,2,3,30-39,10-14,5-9,5-9,80-89,60-69,40-49,30-39
11532,M,98000,4,4,4,202,22,2,2,30-39,5-9,5-9,5-9,90-100,90-100,30-39,30-39
11533,M,49000,0,2,5,50,2,1,3,50-59,15-19,0-4,0-4,40-49,0-9,70-79,30-39
11534,F,44000,2,2,5,122,13,1,1,40-49,5-9,0-4,0-4,40-49,40-49,30-39,30-39
11535,M,66000,2,5,5,141,17,2,1,50-59,5-9,5-9,0-4,90-100,40-49,30-39,40-49
11536,M,84000,4,5,6,155,19,2,1,60-69,5-9,5-9,0-4,80-89,60-69,30-39,20-29
11537,O,80000,4,4,4,164,20,2,2,50-59,5-9,5-9,5-9,90-100,90-100,30-39,30-39
11538,M,35000,1,4,4,49,7,1,0,40-49,5-9,5-9,0-4,90-100,20-29,0-9,20-29
11539,M,54000,2,5,6,82,3,1,2,20-29,25-29,5-9,5-9,80-89,30-39,40-49,10-19
11540,F,95000,3,4,5,190,21,2,1,50-59,5-9,5-9,0-4,80-89,60-69,30-39,30-39
11541,F,81000,4,3,4,144,20,4,0,80+,5-9,10-14,0-4,70-79,90-100,0-9,30-39
11542,M,55000,4,3,4,114,10,1,2,30-39,10-14,0-4,5-9,70-79,90-100,20-29,30-39
11543,F,110000,2,3,4,167,33,2,0,80+,5-9,5-9,0-4,70-79,50-59,0-9,20-29
11544,M,47000,0,6,6,11,1,3,1,20-29,5-9,10-14,0-4,90-100,0-9,50-59,30-39
11545,M,81000,2,4,4,64,21,0,1,70-79,0-4,0-4,5-9,90-100,50-59,10-19,30-39
11546,F,107000,4,5,6,70,23,1,2,50-59,0-4,5-9,5-9,80-89,60-69,20-29,10-19
11547,F,80000,2,6,6,53,17,2,3,50-59,0-4,5-9,5-9,90-100,30-39,50-59,30-39
11548,M,32000,4,5,5,59,3,3,1,20-29,15-19,5-9,0-4,90-100,80-89,30-39,30-39
11549,F,99000,3,6,6,53,26,2,3,50-59,0-4,5-9,5-9,90-100,50-59,40-49,20-29
11550,M,55000,5,5,5,210,13,2,2,40-49,15-19,5-9,5-9,90-100,90-100,20-29,30-39
11551,F,74000,1,2,3,25,6,0,2,30-39,0-4,0-4,5-9,60-69,30-39,40-49,30-39
11552,M,101000,3,3,5,257,25,0,2,60-69,10-14,0-4,5-9,60-69,60-69,20-29,30-39
11553,M,73000,0,4,4,149,37,0,3,20-29,0-4,0-4,5-9,90-100,0-9,50-59,30-39
11554,M,55000,5,6,6,202,15,1,3,40-49,10-14,0-4,10-14,90-100,80-89,20-29,30-39
11555,F,76000,3,1,4,44,14,1,2,60-69,0-4,0-4,5-9,20-29,70-79,40-49,30-39
11556,F,49000,0,2,6,7,1,2,2,40-49,0-4,5-9,0-4,30-39,0-9,90-100,40-49
11557,F,59000,0,4,4,34,17,1,1,70-79,0-4,0-4,0-4,90-100,0-9,50-59,50-59
11558,M,73000,3,2,3,137,17,0,2,50-59,5-9,0-4,5-9,60-69,90-100,20-29,50-59
11559,F,67000,3,5,5,142,17,1,2,60-69,5-9,0-4,5-9,90-100,60-69,30-39,30-39
11560,M,93000,4,6,6,108,27,2,1,40-49,0-4,5-9,5-9,90-100,60-69,10-19,20-29
11561,F,87000,4,4,4,101,16,2,2,80+,5-9,5-9,5-9,90-100,90-100,30-39,30-39
11562,F,98000,3,6,6,205,25,3,0,80+,5-9,5-9,0-4,90-100,50-59,0-9,30-39
11563,M,85000,4,4,5,131,18,3,1,50-59,5-9,10-14,0-4,80-89,80-89,30-39,30-39
11564,F,90000,4,4,5,203,25,2,2,50-59,5-9,5-9,5-9,80-89,80-89,40-49,30-39
11565,M,42000,1,2,5,18,3,1,1,30-39,5-9,0-4,0-4,40-49,20-29,50-59,20-29
11566,M,36000,1,2,4,16,3,1,2,60-69,5-9,0-4,5-9,50-59,20-29,40-49,50-59
11567,M,36000,1,3,6,15,1,2,2,70-79,5-9,0-4,0-4,50-59,10-19,50-59,50-59
11568,F,66000,2,5,5,62,15,1,1,40-49,0-4,0-4,0-4,90-100,40-49,30-39,30-39
11569,M,89000,2,5,5,69,23,1,2,80+,0-4,0-4,5-9,90-100,40-49,30-39,50-59
11570,M,72000,0,3,5,33,5,2,0,40-49,5-9,0-4,0-4,60-69,0-9,0-9,60-69
11571,F,39000,1,4,5,67,3,2,2,30-39,15-19,0-4,0-4,80-89,20-29,50-59,50-59
11572,M,46000,2,4,4,46,2,1,1,70-79,15-19,0-4,5-9,90-100,50-59,10-19,50-59
11573,M,82000,3,4,5,117,19,1,2,50-59,5-9,0-4,5-9,80-89,60-69,30-39,30-39
11574,M,63000,0,1,3,17,4,2,1,30-39,0-4,0-4,0-4,30-39,0-9,90-100,60-69
11575,M,33000,4,3,4,182,7,2,2,70-79,20-24,5-9,5-9,70-79,90-100,40-49,30-39
11576,M,51000,0,3,4,35,2,2,0,50-59,10-14,5-9,0-4,70-79,0-9,0-9,20-29
11577,F,68000,0,3,3,122,20,1,2,60-69,5-9,0-4,0-4,90-100,0-9,50-59,50-59
11578,M,63000,0,2,5,10,3,0,2,50-59,0-4,0-4,5-9,40-49,0-9,20-29,50-59
11579,F,81000,4,2,6,100,20,2,2,60-69,5-9,5-9,5-9,30-39,60-69,30-39,30-39
11580,M,73000,1,2,2,40,4,1,1,20-29,10-14,0-4,0-4,90-100,50-59,50-59,30-39
11581,M,42000,0,1,2,14,2,0,1,50-59,5-9,0-4,0-4,50-59,0-9,50-59,30-39
11582,M,54000,1,2,4,29,5,2,2,70-79,5-9,0-4,0-4,50-59,20-29,50-59,60-69
11583,F,54000,2,3,3,146,13,0,2,40-49,10-14,0-4,5-9,90-100,60-69,30-39,60-69
